Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09848484396934509,0.09891301518016726,0.09848484396934509,0.09848484396934509,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.09377502038474124,0.09377502038474124,0.09334684908390045,0.09334684908390045,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.08692355762862244,0.08692355762862244,0.08649539202451706,0.08649539202451706,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.08863618969917297,0.08906436081848482,0.08863618969917297,0.08863618969917297,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09120602905750275,0.09163419473204182,0.09120602905750275,0.09120602905750275,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.0967721939086914,0.09720036522282001,0.0967721939086914,0.0967721939086914,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10148203372955322,0.10191097103382499,0.10148203372955322,0.10148203372955322,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.1057644858956337,0.10619265715097387,0.1057644858956337,0.1057644858956337,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11133070290088654,0.11175887425232912,0.11133070290088654,0.11133070290088654,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12160745263099669,0.12203562377054156,0.12160745263099669,0.1216074526309967,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.12332017719745636,0.12374834851561055,0.12332017719745636,0.12332017719745636,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12075116970493185,0.12075116970493185,0.12032300978899002,0.12032300978899002,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.11732576902474998,0.11732576902474998,0.1168975979089737,0.1168975979089737,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.11818218231201172,0.11903852514128148,0.11818218231201172,0.11818218231201172,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11604131496745033,0.11604131496745033,0.11561315506696701,0.11561315506696701,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.11090252685212514,0.11090252685212514,0.1104743555188179,0.1104743555188179,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10619265715097387,0.10619265715097387,0.1057644858956337,0.1057644858956337,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.10405183322717482,0.10405183322717482,0.10362367331981659,0.10362367331981659,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.10918988287448883,0.10961805432512878,0.10918988287448883,0.10918988287448883,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.10918985181488566,0.10918985181488566,0.108333520591259,0.108333520591259,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.1049081397416245,0.1049081397416245,0.10447996854782104,0.10447996854782104,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.10490813851356506,0.10533630970235631,0.10490813851356506,0.10490813851356506,14291200,0.0,0.0
1981-01-15 00:00:00-05:00,0.10704898834228516,0.1079053193283567,0.10704898834228516,0.10704898834228516,14067200,0.0,0.0
